article_title,author_number,author_human_id,author_first_name,author_last_name,author_affiliation,year,paper_id,mean_overall_score_for_presentation,mean_acceptance_rate
Making Migration Work: The Future of Labour Migration in the European Union,5,Cris---Squillante---Saint Mary's University of Minnesota at Oak Point Intermediate School,Cris,Squillante,Saint Mary's University of Minnesota at Oak Point Intermediate School,2000,2000---38,3,0.16666666666666666
Making Migration Work: The Future of Labour Migration in the European Union,6,Enedina---Kipfer---University of Alabama at Birmingham,Enedina,Kipfer,University of Alabama at Birmingham,2000,2000---38,3,0.16666666666666666
La acción obrera en Las Truchas,1,Perla---Rafuse---Becker Professional Education - Delray Beach,Perla,Rafuse,Becker Professional Education - Delray Beach,2000,2000---39,2.4,0.2
La acción obrera en Las Truchas,2,Eloisa---Vanderpool---Indiana University School of Dentistry,Eloisa,Vanderpool,Indiana University School of Dentistry,2000,2000---39,2.4,0.2
La acción obrera en Las Truchas,3,Ardella---Lawis---Redlands Community College at GPCF,Ardella,Lawis,Redlands Community College at GPCF,2000,2000---39,2.4,0.2
La acción obrera en Las Truchas,4,Kimi---Marsch---Universal Technical Institute of Pennsylvania,Kimi,Marsch,Universal Technical Institute of Pennsylvania,2000,2000---39,2.4,0.2
La acción obrera en Las Truchas,5,"Elroy---Brenowitz---Northwest Laborers-Employers Training Trust Fund, Satsop",Elroy,Brenowitz,"Northwest Laborers-Employers Training Trust Fund, Satsop",2000,2000---39,2.4,0.2
My Life as a Night Elf Priest: An Anthropological Account of World of Warcraft,1,Lucas---Lamarra---Oregon College of Art and Craft,Lucas,Lamarra,Oregon College of Art and Craft,2000,2000---40,2.1666666666666665,0
My Life as a Night Elf Priest: An Anthropological Account of World of Warcraft,2,Cleopatra---Gerock---Salisbury University at Cecil College at Elkton Station,Cleopatra,Gerock,Salisbury University at Cecil College at Elkton Station,2000,2000---40,2.1666666666666665,0
My Life as a Night Elf Priest: An Anthropological Account of World of Warcraft,3,Emmett---Stremming---Indiana Wesleyan University at WorkOne,Emmett,Stremming,Indiana Wesleyan University at WorkOne,2000,2000---40,2.1666666666666665,0
My Life as a Night Elf Priest: An Anthropological Account of World of Warcraft,4,Eulah---Prial---Neumann University at Wawa Beverage Company,Eulah,Prial,Neumann University at Wawa Beverage Company,2000,2000---40,2.1666666666666665,0
My Life as a Night Elf Priest: An Anthropological Account of World of Warcraft,5,Lyla---Delduca---Winter Springs HS,Lyla,Delduca,Winter Springs HS,2000,2000---40,2.1666666666666665,0
Imaginarios sociales y memorias: Itinerarios de América Latina,1,Herlinda---Andreadis---Lincoln Technical Institute - Brockton,Herlinda,Andreadis,Lincoln Technical Institute - Brockton,2000,2000---41,3.8,0.4
Imaginarios sociales y memorias: Itinerarios de América Latina,2,Delois---Vosika---Westview High School,Delois,Vosika,Westview High School,2000,2000---41,3.8,0.4
Imaginarios sociales y memorias: Itinerarios de América Latina,3,Eusebio---Binnie---Lesley University at Lovinggood Middle School,Eusebio,Binnie,Lesley University at Lovinggood Middle School,2000,2000---41,3.8,0.4
Imaginarios sociales y memorias: Itinerarios de América Latina,4,Tamekia---Difalco---Colorado Mountain College at Summit Campus - Dillion Center,Tamekia,Difalco,Colorado Mountain College at Summit Campus - Dillion Center,2000,2000---41,3.8,0.4
Imaginarios sociales y memorias: Itinerarios de América Latina,5,Dahlia---Schlitz---Crowder College - Webb City,Dahlia,Schlitz,Crowder College - Webb City,2000,2000---41,3.8,0.4
Imaginarios sociales y memorias: Itinerarios de América Latina,6,Rudolf---Elgas---Mercy Clinic Independence,Rudolf,Elgas,Mercy Clinic Independence,2000,2000---41,3.8,0.4
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,1,Lucille---Gonzaliz---New England College at Winnisquam Regional H.S.,Lucille,Gonzaliz,New England College at Winnisquam Regional H.S.,2000,2000---42,3.8,0.2
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,2,Myrle---Fredenburg---University of Phoenix at Excelsior Youth Center,Myrle,Fredenburg,University of Phoenix at Excelsior Youth Center,2000,2000---42,3.8,0.2
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,3,Lavern---Usher---University of Oklahoma at Nellis AFB,Lavern,Usher,University of Oklahoma at Nellis AFB,2000,2000---42,3.8,0.2
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,4,"Julieta---Kamimura---Maryville University of Saint Louis at Field-Based Site: Graduate Education, Web",Julieta,Kamimura,"Maryville University of Saint Louis at Field-Based Site: Graduate Education, Web",2000,2000---42,3.8,0.2
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,5,Hung---Janway---Marian University at Kenosha Unified School District No. 1,Hung,Janway,Marian University at Kenosha Unified School District No. 1,2000,2000---42,3.8,0.2
Dissemination and Adoption of Comparative Effectiveness Research Findings When Findings Challenge Current Practices,6,Trinity---Kamphoefner---Long Island College Hospital Dental General Practice Residency 12 Months,Trinity,Kamphoefner,Long Island College Hospital Dental General Practice Residency 12 Months,2000,2000---42,3.8,0.2
Paleonutrition,1,Raquel---Aspinwall---National Louis University at Edison Middle School,Raquel,Aspinwall,National Louis University at Edison Middle School,2000,2000---43,4.25,0.5
Paleonutrition,2,Carolyne---Provenzano---Mentora College,Carolyne,Provenzano,Mentora College,2000,2000---43,4.25,0.5
Paleonutrition,3,Piedad---Muncy---Anaheim University,Piedad,Muncy,Anaheim University,2000,2000---43,4.25,0.5
"Lernprozesse über die Lebensspanne: Bildung erforschen, gestalten und nachhaltig fördern",1,Frances---Grando---University of Phoenix at Courtyard Greenville ? Spartanburg,Frances,Grando,University of Phoenix at Courtyard Greenville ? Spartanburg,2000,2000---44,2.8,0.2
"Lernprozesse über die Lebensspanne: Bildung erforschen, gestalten und nachhaltig fördern",2,Candra---Crissinger---Johns Hopkins University at ITU,Candra,Crissinger,Johns Hopkins University at ITU,2000,2000---44,2.8,0.2
Iran’s Influence in Afghanistan: Implications for the U.S. Drawdown,1,Alberta---Marmol---University of Wisconsin - Stevens Point at UW-Marshfield/Wood County,Alberta,Marmol,University of Wisconsin - Stevens Point at UW-Marshfield/Wood County,2000,2000---45,3,0.5
Iran’s Influence in Afghanistan: Implications for the U.S. Drawdown,2,Malissa---Kach---Onondaga-Cortland-Madison BOCES,Malissa,Kach,Onondaga-Cortland-Madison BOCES,2000,2000---45,3,0.5
Iran’s Influence in Afghanistan: Implications for the U.S. Drawdown,3,Mozella---Mccathern---St. Vincent's Hospital Manhattan,Mozella,Mccathern,St. Vincent's Hospital Manhattan,2000,2000---45,3,0.5
Iran’s Influence in Afghanistan: Implications for the U.S. Drawdown,4,Elina---Demel---Cabrini College at George Pepper Middle School,Elina,Demel,Cabrini College at George Pepper Middle School,2000,2000---45,3,0.5
"A Surprise Out of Zion?: Case Studies in Israel's Decisions on Whether to Alert the United States to Preemptive and Preventive Strikes, from Suez to the Syrian Nuclear Reactor",1,Raphael---Crockarell---Brandman University -  Santa Maria,Raphael,Crockarell,Brandman University -  Santa Maria,2000,2000---46,3,0.16666666666666666
"A Surprise Out of Zion?: Case Studies in Israel's Decisions on Whether to Alert the United States to Preemptive and Preventive Strikes, from Suez to the Syrian Nuclear Reactor",2,Nia---Gosvener---William Woods University at Farmington Public School,Nia,Gosvener,William Woods University at Farmington Public School,2000,2000---46,3,0.16666666666666666
"A Surprise Out of Zion?: Case Studies in Israel's Decisions on Whether to Alert the United States to Preemptive and Preventive Strikes, from Suez to the Syrian Nuclear Reactor",3,Stewart---Luxenberg---Dragon Rises College of Oriental Medicine,Stewart,Luxenberg,Dragon Rises College of Oriental Medicine,2000,2000---46,3,0.16666666666666666
Rewriting Maimonides: Early Commentaries on the Guide of the Perplexed,1,Olympia---Clabo---McKendree University at Red Bud,Olympia,Clabo,McKendree University at Red Bud,2000,2000---47,1.4,0
Rewriting Maimonides: Early Commentaries on the Guide of the Perplexed,2,Foster---Desnoyers---Pisgah HS,Foster,Desnoyers,Pisgah HS,2000,2000---47,1.4,0
Rewriting Maimonides: Early Commentaries on the Guide of the Perplexed,3,Beula---Torry---Kaplan Test Prep,Beula,Torry,Kaplan Test Prep,2000,2000---47,1.4,0
Rewriting Maimonides: Early Commentaries on the Guide of the Perplexed,4,Siu---Hayduk---Friends University at Saint Francis Health Center / Diabetes Center,Siu,Hayduk,Friends University at Saint Francis Health Center / Diabetes Center,2000,2000---47,1.4,0
Rewriting Maimonides: Early Commentaries on the Guide of the Perplexed,5,Jenna---Gonda---Nassau Community College,Jenna,Gonda,Nassau Community College,2000,2000---47,1.4,0
The Future of Land Warfare,1,Tonette---Vixayack---Simpson College West Des Moines,Tonette,Vixayack,Simpson College West Des Moines,2000,2000---48,2.8333333333333335,0.16666666666666666
Change!: Combining Analytic Approaches with Street Wisdom,1,Alfred---Hanifan---Long Island University at Southampton School District,Alfred,Hanifan,Long Island University at Southampton School District,2000,2000---49,2,0.2
Change!: Combining Analytic Approaches with Street Wisdom,2,Hazel---Uno---Westcliff University,Hazel,Uno,Westcliff University,2000,2000---49,2,0.2
Change!: Combining Analytic Approaches with Street Wisdom,3,Mignon---Bakewell---Kellogg Community College,Mignon,Bakewell,Kellogg Community College,2000,2000---49,2,0.2
Change!: Combining Analytic Approaches with Street Wisdom,4,Lizette---Saglibene---Riverside Adult School - Educational Options Center,Lizette,Saglibene,Riverside Adult School - Educational Options Center,2000,2000---49,2,0.2
Change!: Combining Analytic Approaches with Street Wisdom,5,Nana---Sumerlin---Colby Community College,Nana,Sumerlin,Colby Community College,2000,2000---49,2,0.2
"Cinco haciendas mexicanas: tres siglos de vida rural en San Luis Potosí, 1600-1910",1,Nery---Dudek---North Central WV Opportunities Industrialization Center (OIC Training Academy),Nery,Dudek,North Central WV Opportunities Industrialization Center (OIC Training Academy),2000,2000---50,3,0
"Cinco haciendas mexicanas: tres siglos de vida rural en San Luis Potosí, 1600-1910",2,Mickey---Willhelm---Pennsylvania Highlands Community College - Huntingdon Education Center,Mickey,Willhelm,Pennsylvania Highlands Community College - Huntingdon Education Center,2000,2000---50,3,0
"Cinco haciendas mexicanas: tres siglos de vida rural en San Luis Potosí, 1600-1910",3,Mana---Sodaro---Stratford University - Glen Allen,Mana,Sodaro,Stratford University - Glen Allen,2000,2000---50,3,0
Familia y orden colonial,1,Brinda---Berneri---COCA ? Center of Creative Arts,Brinda,Berneri,COCA ? Center of Creative Arts,2000,2000---51,2.1666666666666665,0.16666666666666666
Familia y orden colonial,2,"Kanesha---Zordan---DeVry University at Coast Guard - San Pedro, CA",Kanesha,Zordan,"DeVry University at Coast Guard - San Pedro, CA",2000,2000---51,2.1666666666666665,0.16666666666666666
Familia y orden colonial,3,Twanna---Wesloh---Empire Beauty School - Lisle,Twanna,Wesloh,Empire Beauty School - Lisle,2000,2000---51,2.1666666666666665,0.16666666666666666
Familia y orden colonial,4,Mayra---Felps---Lehigh Valley Hospital & Health Network,Mayra,Felps,Lehigh Valley Hospital & Health Network,2000,2000---51,2.1666666666666665,0.16666666666666666
Familia y orden colonial,5,Wava---Schinkel---University of Phoenix at Rockville Learning Center,Wava,Schinkel,University of Phoenix at Rockville Learning Center,2000,2000---51,2.1666666666666665,0.16666666666666666
Familia y orden colonial,6,Rudy---Crieghton---Rabbi Jacob Joseph School,Rudy,Crieghton,Rabbi Jacob Joseph School,2000,2000---51,2.1666666666666665,0.16666666666666666
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",1,Rigoberto---Hiott---Lesley University at Urban Teacher,Rigoberto,Hiott,Lesley University at Urban Teacher,2000,2000---52,3,0.5
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",2,Colin---Cappas---Elmhurst College at Elmhurst Memorial Hospital,Colin,Cappas,Elmhurst College at Elmhurst Memorial Hospital,2000,2000---52,3,0.5
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",3,Earle---Khammixay---Herzing University - St. Louis Park,Earle,Khammixay,Herzing University - St. Louis Park,2000,2000---52,3,0.5
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",4,Sebrina---Mcfeeters---Mid-Continent University,Sebrina,Mcfeeters,Mid-Continent University,2000,2000---52,3,0.5
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",5,Evan---Orum---Adams State University at Mesa State College Continuing Ed. Center,Evan,Orum,Adams State University at Mesa State College Continuing Ed. Center,2000,2000---52,3,0.5
"Case Studies of Existing Human Tissue Repositories: ""Best Practices"" for a Biospecimen Resource for the Genomic and Proteomic Era",6,Cassidy---Otomo---Carrington College Branch Campus San Leandro,Cassidy,Otomo,Carrington College Branch Campus San Leandro,2000,2000---52,3,0.5
From Empire to Republic: Post-World War I Austria,1,Rosetta---Karageorge---Mountain State University - Orlando,Rosetta,Karageorge,Mountain State University - Orlando,2000,2000---53,2.8333333333333335,0.5
From Empire to Republic: Post-World War I Austria,2,Randee---Buggs---Central Louisiana Technical Community College - Oakdale Campus,Randee,Buggs,Central Louisiana Technical Community College - Oakdale Campus,2000,2000---53,2.8333333333333335,0.5
From Empire to Republic: Post-World War I Austria,3,Inez---Goldberg---Dickinson State University,Inez,Goldberg,Dickinson State University,2000,2000---53,2.8333333333333335,0.5
